value_id,argument,expression_type,value_type,creation_scope,forcing_scope,S3_dispatch,S4_dispatch,preforce,force_count,call_depth,promise_depth,nested_promise_depth,metaprogram_count,value_lookup_count,value_assign_count,expression_lookup_count,expression_assign_count,environment_lookup_count,environment_assign_count,execution_time
260,1,Character,Unbound,GTda0B+nTwasCbcZTt0+5g==,Unassigned,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0.000000
852,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
550,1,Integer,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
339,1,Null,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
123,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
259,1,Logical,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
622,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
258,1,Character,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
621,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
257,1,Function Call,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
256,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
854,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
586,1,Character,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
255,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
777,1,Symbol,Unbound,<-,Unassigned,0,0,0,0,-1,-1,-1,0,13,0,0,0,0,0,0.000000
160,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
254,1,Null,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
285,1,Logical,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
253,1,Integer,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
804,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
295,1,Symbol,Unbound,<-,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
966,1,Double,Unbound,.Internal,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
250,1,Function Call,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
811,1,Function Call,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
202,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
580,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
715,0,Function Call,Character,.Internal,Unassigned,0,0,1,0,-1,-1,-1,0,2,0,0,0,0,0,0.000000
248,1,Symbol,Unbound,GTda0B+nTwasCbcZTt0+5g==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
241,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
90,1,Character,Unbound,lazyLoadDBfetch,Unassigned,0,0,0,0,-1,-1,-1,0,1,0,1,0,0,0,0.000000
115,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
240,1,Null,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
31,1,Character,Unbound,lazyLoadDBfetch,Unassigned,0,0,0,0,-1,-1,-1,0,1,0,1,0,0,0,0.000000
806,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
515,1,Symbol,Unbound,&&,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
239,1,Integer,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
771,1,Symbol,Unbound,&&,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
88,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
238,1,Symbol,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
237,1,Symbol,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
845,1,Symbol,Unbound,<-,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
11,1,Logical,Unbound,UseMethod,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
235,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
266,1,Integer,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
629,1,Function Call,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
948,1,Double,Unbound,.Internal,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
234,1,Symbol,Unbound,GTda0B+nTwasCbcZTt0+5g==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
232,1,Character,Unbound,5QdOVG8kQFV6cQXxKtfZpA==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
853,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
225,1,Symbol,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
195,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
152,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
610,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
989,1,Symbol,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
224,1,Bytecode,Unbound,GTda0B+nTwasCbcZTt0+5g==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
275,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
322,1,Symbol,Unbound,<-,Unassigned,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0.000000
284,1,Character,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
583,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
664,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
249,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
215,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
656,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
211,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
210,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
209,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
891,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
97,1,Symbol,Unbound,<-,Unassigned,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0.000000
915,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
655,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
720,1,Character,Unbound,lazyLoadDBfetch,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
654,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
914,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
653,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
719,1,Character,Unbound,lazyLoadDBfetch,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
206,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
838,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
305,1,Character,Unbound,lazyLoadDBfetch,Unassigned,0,0,0,0,-1,-1,-1,0,1,0,1,0,0,0,0.000000
205,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
649,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
746,0,Logical,Unbound,<-,Unassigned,0,0,0,0,-1,-1,-1,0,0,1,0,0,0,0,0.000000
124,1,Symbol,Unbound,<-,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
648,1,Symbol,Unbound,<-,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
203,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
644,1,Function Call,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
579,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
617,1,Logical,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
577,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
613,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
612,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
333,0,Promise,Unbound,$,Unassigned,0,0,0,0,-1,-1,-1,0,0,1,0,0,0,0,0.000000
226,1,Symbol,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
277,1,Symbol,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
574,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
193,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
273,1,Character,Unbound,GTda0B+nTwasCbcZTt0+5g==,Unassigned,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0.000000
801,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
192,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
263,1,Function Call,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
133,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
593,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
190,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
189,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
304,1,Character,Unbound,UseMethod,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
231,1,Function Call,Unbound,5QdOVG8kQFV6cQXxKtfZpA==,Unassigned,0,0,0,0,-1,-1,-1,0,2,0,0,0,0,0,0.000000
796,1,Function Call,Unbound,||,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
186,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
185,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
290,1,Integer,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
638,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
667,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
183,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
181,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
178,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
616,1,Character,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
633,1,Symbol,Unbound,<-,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
176,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
706,1,Double,Unbound,.Internal,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
175,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
96,1,Symbol,Unbound,vqbAZ7YBUo2iBw+qCi4+Rw==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
244,1,Character,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
465,1,Function Call,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
173,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
172,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
554,1,Function Call,Unbound,||,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
170,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
815,1,Symbol,Unbound,<-,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
534,1,Null,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
387,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
752,1,Logical,Unbound,||,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
79,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
191,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
8,1,Logical,Unbound,UseMethod,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
69,1,Null,Unbound,vqbAZ7YBUo2iBw+qCi4+Rw==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
61,1,Bytecode,Unbound,RJQakrjiSECJe66xpildBA==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
18,1,Function Call,Unbound,GppOiypH8Mnfr6Bv##FjUA==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
499,1,Symbol,Unbound,&&,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
834,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
222,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
523,1,Symbol,Unbound,apUGcjC431zHtECRsQUZwg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
381,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
493,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
575,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
22,1,Symbol,Unbound,.Internal,Unassigned,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0.000000
62,1,Bytecode,Unbound,RJQakrjiSECJe66xpildBA==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
159,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
469,1,Symbol,Unbound,<-,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
504,1,Logical,Unbound,&&,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
776,1,Null,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
143,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
242,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
116,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
12,1,Null,Unbound,UseMethod,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
778,1,Function Call,Unbound,<-,Unassigned,0,0,0,0,-1,-1,-1,0,3,0,0,0,0,0,0.000000
162,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
145,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
45,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
23,1,Logical,Unbound,.Internal,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
559,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
288,1,Symbol,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
889,1,Logical,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
44,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
837,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
537,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
848,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
548,1,Symbol,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
64,1,Bytecode,Unbound,RJQakrjiSECJe66xpildBA==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
320,1,Symbol,Unbound,.Internal,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
41,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
168,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
557,1,Logical,Unbound,||,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
907,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
631,1,Character,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
73,1,Character,Unbound,lazyLoadDBfetch,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
317,1,Logical,Unbound,<-,Unassigned,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0.000000
673,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
861,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
40,1,Character,Unbound,lazyLoadDBfetch,Unassigned,0,0,0,0,-1,-1,-1,0,1,0,1,0,0,0,0.000000
264,1,Symbol,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
72,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
99,1,Character,Unbound,BquH#yzaimtn7GlST+1jEA==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
411,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
341,1,Symbol,Unbound,<-,Unassigned,0,0,0,0,-1,-1,-1,0,13,0,0,0,0,0,0.000000
807,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
207,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
194,1,Symbol,Unbound,<-,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
858,1,Character,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
38,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
850,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
549,1,Symbol,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
230,1,Symbol,Unbound,<-,Unassigned,0,0,0,0,-1,-1,-1,0,3,0,0,0,0,0,0.000000
357,1,Null,Unbound,q0n+#PaBrDIXfT3j+RIDAg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
25,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
68,1,Bytecode,Unbound,6V+LtNpbjP4Kg9nqRvS0#g==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
28,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
794,1,Symbol,Unbound,||,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
513,0,Symbol,Unbound,$,Unassigned,0,0,0,0,-1,-1,-1,0,1,1,0,0,0,0,0.000000
111,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
236,1,Function Call,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
567,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
196,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
246,0,Function Call,Environment,.Internal,Unassigned,0,0,1,0,-1,-1,-1,0,4,0,0,0,0,0,0.000000
560,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
833,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
221,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
665,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
182,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
634,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
52,1,Null,Unbound,for,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
67,1,Bytecode,Unbound,6V+LtNpbjP4Kg9nqRvS0#g==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
748,1,Symbol,Unbound,||,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
127,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
899,1,Symbol,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
624,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
58,1,Bytecode,Unbound,GeO0htL7i2iV8KJ2OQWetQ==,Unassigned,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0.000000
326,1,Function Call,Character,.Internal,Unassigned,0,0,1,0,-1,-1,-1,0,1,0,0,0,0,0,0.000000
5,1,Character,Unbound,UseMethod,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
216,1,Symbol,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
661,1,Character,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
741,1,Logical,Unbound,if,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
413,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
120,1,Logical,Unbound,while,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
312,1,Function Call,Unbound,Qq7TXAtQDhwiCgyxIAt4qg==,Unassigned,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.000000
521,1,Function Call,Character,.Internal,Unassigned,0,0,1,0,-1,-1,-1,0,1,0,0,0,0,0,0.000000
