call_id,function_id,function_name,value_id,formal_parameter_position,actual_argument_position,argument_type,expression_type,value_type,default,dot_dot_dot,preforce,direct_force,direct_lookup_count,direct_metaprogram_count,indirect_force,indirect_lookup_count,indirect_metaprogram_count,S3_dispatch,S4_dispatch,forcing_actual_argument_position,non_local_return,execution_time,expression
1176,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),879,3,3,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1176,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),880,4,4,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1176,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),881,5,5,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1176,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),882,6,6,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1176,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),883,7,7,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1183,TY1fycIl7NN9h006kMV+zg==,(base::exists),884,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1183,TY1fycIl7NN9h006kMV+zg==,(base::exists),885,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1183,TY1fycIl7NN9h006kMV+zg==,(base::exists),886,2,2,Promise,Function Call,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1183,TY1fycIl7NN9h006kMV+zg==,(base::exists),887,3,3,Missing,Unassigned,Unassigned,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1183,TY1fycIl7NN9h006kMV+zg==,(base::exists),888,4,4,Promise,Character,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1183,TY1fycIl7NN9h006kMV+zg==,(base::exists),889,5,5,Promise,Logical,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1189,EDQFzPNkKTGgJLS5HYLNaA==,(base::parent.env),890,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1191,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),891,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1191,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),892,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1191,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),893,2,2,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1191,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),894,3,3,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1191,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),895,4,4,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1191,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),896,5,5,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1191,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),897,6,6,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1191,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),898,7,7,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1198,TY1fycIl7NN9h006kMV+zg==,(base::exists),899,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1198,TY1fycIl7NN9h006kMV+zg==,(base::exists),900,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1198,TY1fycIl7NN9h006kMV+zg==,(base::exists),901,2,2,Promise,Function Call,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1198,TY1fycIl7NN9h006kMV+zg==,(base::exists),902,3,3,Missing,Unassigned,Unassigned,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1198,TY1fycIl7NN9h006kMV+zg==,(base::exists),903,4,4,Promise,Character,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1198,TY1fycIl7NN9h006kMV+zg==,(base::exists),904,5,5,Promise,Logical,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1204,EDQFzPNkKTGgJLS5HYLNaA==,(base::parent.env),905,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1206,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),906,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1206,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),907,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1206,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),908,2,2,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1206,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),909,3,3,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1206,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),910,4,4,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1206,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),911,5,5,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1206,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),912,6,6,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1206,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),913,7,7,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1213,TY1fycIl7NN9h006kMV+zg==,(base::exists),914,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1213,TY1fycIl7NN9h006kMV+zg==,(base::exists),915,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1213,TY1fycIl7NN9h006kMV+zg==,(base::exists),916,2,2,Promise,Function Call,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1213,TY1fycIl7NN9h006kMV+zg==,(base::exists),917,3,3,Missing,Unassigned,Unassigned,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1213,TY1fycIl7NN9h006kMV+zg==,(base::exists),918,4,4,Promise,Character,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1213,TY1fycIl7NN9h006kMV+zg==,(base::exists),919,5,5,Promise,Logical,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1219,EDQFzPNkKTGgJLS5HYLNaA==,(base::parent.env),920,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1221,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),921,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1221,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),922,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1221,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),923,2,2,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1221,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),924,3,3,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1221,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),925,4,4,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1221,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),926,5,5,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1221,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),927,6,6,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1221,+rQXObHj53jQ0uhcM6i1qw==,(base::identical),928,7,7,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1228,TY1fycIl7NN9h006kMV+zg==,(base::exists),929,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1228,TY1fycIl7NN9h006kMV+zg==,(base::exists),930,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1228,TY1fycIl7NN9h006kMV+zg==,(base::exists),931,2,2,Promise,Function Call,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1228,TY1fycIl7NN9h006kMV+zg==,(base::exists),932,3,3,Missing,Unassigned,Unassigned,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1228,TY1fycIl7NN9h006kMV+zg==,(base::exists),933,4,4,Promise,Character,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1228,TY1fycIl7NN9h006kMV+zg==,(base::exists),934,5,5,Promise,Logical,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1242,TY1fycIl7NN9h006kMV+zg==,(base::exists),935,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1242,TY1fycIl7NN9h006kMV+zg==,(base::exists),936,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1242,TY1fycIl7NN9h006kMV+zg==,(base::exists),937,2,2,Promise,Function Call,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1242,TY1fycIl7NN9h006kMV+zg==,(base::exists),938,3,3,Missing,Unassigned,Unassigned,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1242,TY1fycIl7NN9h006kMV+zg==,(base::exists),939,4,4,Promise,Character,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1242,TY1fycIl7NN9h006kMV+zg==,(base::exists),940,5,5,Promise,Logical,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1250,3mZCf0qGYxelDfwis4g3Mw==,(base::new.env),941,0,0,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1250,3mZCf0qGYxelDfwis4g3Mw==,(base::new.env),942,1,1,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1250,3mZCf0qGYxelDfwis4g3Mw==,(base::new.env),943,2,2,Promise,Integer,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1256,Jcsj41oEBChfS#8qdJEASA==,(base::parent.frame),948,0,0,Promise,Double,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1253,zU2zBIO6UWH#zA6LsJRrFw==,(base::delayedAssign),944,0,0,Promise,Character,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1253,zU2zBIO6UWH#zA6LsJRrFw==,(base::delayedAssign),945,1,1,Promise,Function Call,Unbound,0,0,0,0,0,1,0,0,0,0,0,-1,0,0.000000,
1253,zU2zBIO6UWH#zA6LsJRrFw==,(base::delayedAssign),946,2,2,Promise,Function Call,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1253,zU2zBIO6UWH#zA6LsJRrFw==,(base::delayedAssign),947,3,3,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1064,q5qIgPLwdn6BqOjy28bFAQ==,(compiler::findCenvVar),777,0,0,Promise,Symbol,Unbound,0,0,0,0,13,0,0,0,0,0,0,-1,0,0.000000,
1064,q5qIgPLwdn6BqOjy28bFAQ==,(compiler::findCenvVar),778,1,1,Promise,Function Call,Unbound,0,0,0,0,3,0,0,0,0,0,0,-1,0,0.000000,
1278,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),953,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1278,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),954,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1278,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),955,2,2,Promise,Integer,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1278,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),956,3,3,Promise,Null,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1277,q0n+#PaBrDIXfT3j+RIDAg==,(base::%in%),951,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1277,q0n+#PaBrDIXfT3j+RIDAg==,(base::%in%),952,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1049,ycUnp2uwU6TbUQRfPQK5Fw==,(compiler::getInlineInfo),766,0,0,Promise,Symbol,Unbound,0,0,0,0,2,0,0,0,0,0,0,-1,0,0.000000,
1049,ycUnp2uwU6TbUQRfPQK5Fw==,(compiler::getInlineInfo),767,1,1,Promise,Symbol,Unbound,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.000000,
1049,ycUnp2uwU6TbUQRfPQK5Fw==,(compiler::getInlineInfo),768,2,2,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1046,gP5#NBqR5p3oIloogfKHPA==,(compiler::isBaseVar),764,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1046,gP5#NBqR5p3oIloogfKHPA==,(compiler::isBaseVar),765,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1045,apUGcjC431zHtECRsQUZwg==,(compiler::FUN),763,0,0,Promise,Function Call,Character,0,0,1,0,1,0,0,0,0,0,0,-1,0,0.000000,
466,5cSA4UPamnL6#2NtXvRmyA==,(base::lapply),319,0,0,Promise,Symbol,Unbound,0,0,0,0,5,0,0,0,0,0,0,-1,0,0.000000,
466,5cSA4UPamnL6#2NtXvRmyA==,(base::lapply),320,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
466,5cSA4UPamnL6#2NtXvRmyA==,(base::lapply),321,2,2,Missing,Unassigned,Unassigned,1,1,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
462,OCOgzwi1uK86r+tEmopbbg==,(base::unlist),316,0,0,Promise,Function Call,Unbound,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.000000,
462,OCOgzwi1uK86r+tEmopbbg==,(base::unlist),317,1,1,Promise,Logical,Unbound,1,0,0,0,1,0,0,0,0,0,0,-1,0,0.000000,
462,OCOgzwi1uK86r+tEmopbbg==,(base::unlist),318,2,2,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1294,bT6VKzCnSfLA5hWwii3e5A==,(base::which),957,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1294,bT6VKzCnSfLA5hWwii3e5A==,(base::which),958,1,1,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1294,bT6VKzCnSfLA5hWwii3e5A==,(base::which),959,2,2,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
459,YNUernIRF42YwW1Gy8qQkw==,(base::Filter),314,0,0,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
459,YNUernIRF42YwW1Gy8qQkw==,(base::Filter),315,1,1,Promise,Symbol,Unbound,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.000000,
1316,Jcsj41oEBChfS#8qdJEASA==,(base::parent.frame),966,0,0,Promise,Double,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1314,3mZCf0qGYxelDfwis4g3Mw==,(base::new.env),963,0,0,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1314,3mZCf0qGYxelDfwis4g3Mw==,(base::new.env),964,1,1,Promise,Function Call,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1314,3mZCf0qGYxelDfwis4g3Mw==,(base::new.env),965,2,2,Promise,Integer,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1327,t9MHvtoKYmnkzvn1OiebJA==,(base::match.fun),970,0,0,Promise,Symbol,Unbound,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.000000,
1327,t9MHvtoKYmnkzvn1OiebJA==,(base::match.fun),971,1,1,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1335,mfNRpgdHV5oPlmKthsYUXA==,(base::is.vector),972,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1335,mfNRpgdHV5oPlmKthsYUXA==,(base::is.vector),973,1,1,Promise,Character,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1345,t9MHvtoKYmnkzvn1OiebJA==,(base::match.fun),978,0,0,Promise,Symbol,Unbound,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.000000,
1345,t9MHvtoKYmnkzvn1OiebJA==,(base::match.fun),979,1,1,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1358,D05bQgaARkODsNrG9LJVdw==,(base::typeof),986,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1366,D05bQgaARkODsNrG9LJVdw==,(base::typeof),993,0,0,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1364,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),989,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1364,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),990,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1364,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),991,2,2,Promise,Integer,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1364,aK5nwQtFXi5L9b#BPqOm9g==,(base::match),992,3,3,Promise,Null,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1363,q0n+#PaBrDIXfT3j+RIDAg==,(base::%in%),987,0,0,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1363,q0n+#PaBrDIXfT3j+RIDAg==,(base::%in%),988,1,1,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1378,bROPcLQ0#c7x3VQCJWQw5Q==,(base::assign),996,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1378,bROPcLQ0#c7x3VQCJWQw5Q==,(base::assign),997,1,1,Promise,Double,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1378,bROPcLQ0#c7x3VQCJWQw5Q==,(base::assign),998,2,2,Promise,Function Call,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1378,bROPcLQ0#c7x3VQCJWQw5Q==,(base::assign),999,3,3,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1378,bROPcLQ0#c7x3VQCJWQw5Q==,(base::assign),1000,4,4,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1378,bROPcLQ0#c7x3VQCJWQw5Q==,(base::assign),1001,5,5,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1377,1Xv4Pu7i6xXH68#J+1CmFw==,(compiler::addVar),994,0,0,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1377,1Xv4Pu7i6xXH68#J+1CmFw==,(compiler::addVar),995,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1355,RHk04Q6LYJ3kiN3sqF2Lfg==,(compiler::findLocals1),982,0,0,Promise,Symbol,Unbound,0,0,0,0,4,0,0,0,0,0,0,-1,0,0.000000,
1355,RHk04Q6LYJ3kiN3sqF2Lfg==,(compiler::findLocals1),983,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1355,RHk04Q6LYJ3kiN3sqF2Lfg==,(compiler::findLocals1),984,2,2,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1355,RHk04Q6LYJ3kiN3sqF2Lfg==,(compiler::findLocals1),985,3,3,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1353,mfNRpgdHV5oPlmKthsYUXA==,(base::is.vector),980,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1353,mfNRpgdHV5oPlmKthsYUXA==,(base::is.vector),981,1,1,Promise,Character,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1390,D05bQgaARkODsNrG9LJVdw==,(base::typeof),1005,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1388,KprIF60nt5iBEv5RwCNLzg==,(base::as.list.default),1002,0,0,Promise,Symbol,Unbound,0,0,0,0,2,0,0,0,0,0,0,-1,0,0.000000,
1388,KprIF60nt5iBEv5RwCNLzg==,(base::as.list.default),1004,1,1,Missing,Unassigned,Unassigned,1,1,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1386,RteH9#a8O3tEefz278qSfw==,(base::as.list),1002,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,2,0,0,0,-1,0,0.000000,
1386,RteH9#a8O3tEefz278qSfw==,(base::as.list),1003,1,1,Missing,Unassigned,Unassigned,1,1,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1398,ldjor0qUKmNE7wGknIbzeA==,(base::append),1007,0,0,Promise,Symbol,Unbound,0,0,0,0,2,0,0,0,0,0,0,-1,0,0.000000,
1398,ldjor0qUKmNE7wGknIbzeA==,(base::append),1008,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1398,ldjor0qUKmNE7wGknIbzeA==,(base::append),1009,2,2,Promise,Function Call,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1396,djbnG1r7I6q4VLqdmJDQFw==,(compiler::FUN),1006,0,0,Promise,Function Call,Symbol,0,0,1,0,1,0,0,0,0,0,0,-1,0,0.000000,
1342,5cSA4UPamnL6#2NtXvRmyA==,(base::lapply),975,0,0,Promise,Function Call,Unbound,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.000000,
1342,5cSA4UPamnL6#2NtXvRmyA==,(base::lapply),976,1,1,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1342,5cSA4UPamnL6#2NtXvRmyA==,(base::lapply),977,2,2,Missing,Unassigned,Unassigned,1,1,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1341,VnVktYbW3BkVzRNq+MXeQA==,(compiler::FUN),974,0,0,Promise,Function Call,Function Call,0,0,1,0,1,0,0,0,0,0,0,-1,0,0.000000,
1324,5cSA4UPamnL6#2NtXvRmyA==,(base::lapply),967,0,0,Promise,Symbol,Unbound,0,0,0,0,3,0,0,0,0,0,0,-1,0,0.000000,
1324,5cSA4UPamnL6#2NtXvRmyA==,(base::lapply),968,1,1,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1324,5cSA4UPamnL6#2NtXvRmyA==,(base::lapply),969,2,2,Missing,Unassigned,Unassigned,1,1,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1308,9ENGWXuns+JpcV9sZl1AiA==,(compiler::findLocalsList1),960,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1308,9ENGWXuns+JpcV9sZl1AiA==,(compiler::findLocalsList1),961,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
1308,9ENGWXuns+JpcV9sZl1AiA==,(compiler::findLocalsList1),962,2,2,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
454,oAS8URNAudYOO8GG#X8HRQ==,(compiler::findLocalsList),312,0,0,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
454,oAS8URNAudYOO8GG#X8HRQ==,(compiler::findLocalsList),313,1,1,Promise,Symbol,Unbound,0,0,0,0,2,0,0,0,0,0,0,-1,0,0.000000,
453,Qq7TXAtQDhwiCgyxIAt4qg==,(compiler::findLocals),310,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
453,Qq7TXAtQDhwiCgyxIAt4qg==,(compiler::findLocals),311,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
437,Dt50EM+ftE1ZxhFr+wtklQ==,(base::as.vector),303,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
437,Dt50EM+ftE1ZxhFr+wtklQ==,(base::as.vector),304,1,1,Promise,Character,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
431,xIVo#d4kYtouSJ5WVbV09Q==,(base::unique),296,0,0,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
431,xIVo#d4kYtouSJ5WVbV09Q==,(base::unique),297,1,1,Promise,Logical,Unbound,1,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
431,xIVo#d4kYtouSJ5WVbV09Q==,(base::unique),298,2,2,Missing,Unassigned,Unassigned,1,1,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
430,dgo6dI+Jqr3z7Mf+5b+Zpg==,(base::union),294,0,0,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
430,dgo6dI+Jqr3z7Mf+5b+Zpg==,(base::union),295,1,1,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
427,F1GbMpGEZo29n#ZciJ4dow==,(compiler::addCenvVars),292,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
427,F1GbMpGEZo29n#ZciJ4dow==,(compiler::addCenvVars),293,1,1,Promise,Function Call,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
185,wKvh1VQ2JfbomrgL4aRQ8g==,(compiler::compile),96,0,0,Promise,Symbol,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
185,wKvh1VQ2JfbomrgL4aRQ8g==,(compiler::compile),50,1,1,Promise,Environment,Unbound,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.000000,
